"";"name";"PN38707PM"
"1";"Jan.2004";"67.0189161070265"
"2";"Feb.2004";"67.1200825432357"
"3";"Mar.2004";"67.2983726070435"
"4";"Apr.2004";"67.2249915447446"
"5";"May.2004";"67.2565069296915"
"6";"Jun.2004";"67.2357937906185"
"7";"Jul.2004";"67.298134076046"
"8";"Aug.2004";"67.3365625356735"
"9";"Sep.2004";"67.313653934981"
"10";"Oct.2004";"67.499897821874"
"11";"Nov.2004";"67.7401264346924"
"12";"Dec.2004";"67.8448736257"
"13";"Jan.2005";"67.8076474459948"
"14";"Feb.2005";"67.7806348567196"
"15";"Mar.2005";"68.0577116264342"
"16";"Apr.2005";"68.0327119039972"
"17";"May.2005";"68.154046066297"
"18";"Jun.2005";"68.0635256451329"
"19";"Jul.2005";"68.2106532382764"
"20";"Aug.2005";"68.2389728658244"
"21";"Sep.2005";"68.2578754011857"
"22";"Oct.2005";"68.3721777812734"
"23";"Nov.2005";"68.5715297136826"
"24";"Dec.2005";"68.7698591711143"
"25";"Jan.2006";"68.7556058978266"
"26";"Feb.2006";"68.7507446081997"
"27";"Mar.2006";"69.0180123137376"
"28";"Apr.2006";"69.1630419500379"
"29";"May.2006";"69.1132419784542"
"30";"Jun.2006";"69.0059434822163"
"31";"Jul.2006";"69.2422956175962"
"32";"Aug.2006";"69.3262403947715"
"33";"Sep.2006";"69.3516669621513"
"34";"Oct.2006";"69.371481773959"
"35";"Nov.2006";"69.4640903875396"
"36";"Dec.2006";"69.650264528527"
"37";"Jan.2007";"69.5320187149313"
"38";"Feb.2007";"69.6483060634951"
"39";"Mar.2007";"69.8162988417861"
"40";"Apr.2007";"69.9215621524958"
"41";"May.2007";"69.9589278240124"
"42";"Jun.2007";"69.9908547098028"
"43";"Jul.2007";"70.1461760519474"
"44";"Aug.2007";"70.1824397381539"
"45";"Sep.2007";"70.2583721056831"
"46";"Oct.2007";"70.321892491835"
"47";"Nov.2007";"70.4023499737255"
"48";"Dec.2007";"70.6850942957369"
"49";"Jan.2008";"70.6202166542603"
"50";"Feb.2008";"70.6567537444172"
"51";"Mar.2008";"70.9719564160205"
"52";"Apr.2008";"71.0512031089882"
"53";"May.2008";"71.2330027867704"
"54";"Jun.2008";"71.4499089266919"
"55";"Jul.2008";"71.680296252725"
"56";"Aug.2008";"72.0355061522772"
"57";"Sep.2008";"72.6629640335091"
"58";"Oct.2008";"73.0393808926754"
"59";"Nov.2008";"73.4017349853107"
"60";"Dec.2008";"73.6907321672593"
"61";"Jan.2009";"73.6853009140911"
"62";"Feb.2009";"73.9412098014277"
"63";"Mar.2009";"74.3518722992363"
"64";"Apr.2009";"74.4506910882599"
"65";"May.2009";"74.4590482421535"
"66";"Jun.2009";"74.5323512127516"
"67";"Jul.2009";"74.6563971656107"
"68";"Aug.2009";"74.6546872164001"
"69";"Sep.2009";"74.6851529394155"
"70";"Oct.2009";"74.6590754530267"
"71";"Nov.2009";"74.7095316261743"
"72";"Dec.2009";"74.9477461380294"
"73";"Jan.2010";"74.9076072497429"
"74";"Feb.2010";"74.9057056418306"
"75";"Mar.2010";"75.1072925881175"
"76";"Apr.2010";"75.1804246696722"
"77";"May.2010";"75.3103635211779"
"78";"Jun.2010";"75.3467870976354"
"79";"Jul.2010";"75.4886975882212"
"80";"Aug.2010";"75.5113150408334"
"81";"Sep.2010";"75.5185875430052"
"82";"Oct.2010";"75.6344487208232"
"83";"Nov.2010";"75.6278399924371"
"84";"Dec.2010";"75.9836473797548"
"85";"Jan.2011";"75.9474709798856"
"86";"Feb.2011";"76.079091983318"
"87";"Mar.2011";"76.3357028754927"
"88";"Apr.2011";"76.5756256389816"
"89";"May.2011";"76.6637485964748"
"90";"Jun.2011";"76.8622972311827"
"91";"Jul.2011";"77.0170114955367"
"92";"Aug.2011";"77.1206513408828"
"93";"Sep.2011";"77.3160767550121"
"94";"Oct.2011";"77.3975484633878"
"95";"Nov.2011";"77.50463447493"
"96";"Dec.2011";"77.8232425804841"
"97";"Jan.2012";"77.7192087891714"
"98";"Feb.2012";"77.7746978138381"
"99";"Mar.2012";"78.2193437255997"
"100";"Apr.2012";"78.4714384127355"
"101";"May.2012";"78.6512779256129"
"102";"Jun.2012";"78.7546607920837"
"103";"Jul.2012";"78.8807327738324"
"104";"Aug.2012";"78.999906992192"
"105";"Sep.2012";"78.9713611428967"
"106";"Oct.2012";"78.9388904049024"
"107";"Nov.2012";"78.9923077029659"
"108";"Dec.2012";"79.3089508473671"
"109";"Jan.2013";"79.3446024274919"
"110";"Feb.2013";"79.4846480992082"
"111";"Mar.2013";"80.2426641187573"
"112";"Apr.2013";"80.3626902088423"
"113";"May.2013";"80.4832649620725"
"114";"Jun.2013";"80.6080634412916"
"115";"Jul.2013";"80.8337278511"
"116";"Aug.2013";"80.9450701746124"
"117";"Sep.2013";"81.0085888618897"
"118";"Oct.2013";"81.1153026514527"
"119";"Nov.2013";"81.2720287689812"
"120";"Dec.2013";"81.6635591341627"
"121";"Jan.2014";"81.6865886802188"
"122";"Feb.2014";"81.8393247370862"
"123";"Mar.2014";"82.4752898319688"
"124";"Apr.2014";"82.6366044795186"
"125";"May.2014";"82.7550668399008"
"126";"Jun.2014";"82.8440350459525"
"127";"Jul.2014";"83.039831887281"
"128";"Aug.2014";"83.0142855378067"
"129";"Sep.2014";"83.0922179582598"
"130";"Oct.2014";"83.1923848798155"
"131";"Nov.2014";"83.3004834411118"
"132";"Dec.2014";"83.711279803996"
"133";"Jan.2015";"83.714672984857"
"134";"Feb.2015";"83.8459513056346"
"135";"Mar.2015";"84.6071331989571"
"136";"Apr.2015";"84.8980275899038"
"137";"May.2015";"85.1078656775022"
"138";"Jun.2015";"85.3279366904088"
"139";"Jul.2015";"85.8317040364862"
"140";"Aug.2015";"85.9054429325912"
"141";"Sep.2015";"85.9546292191822"
"142";"Oct.2015";"86.0739843824612"
"143";"Nov.2015";"86.179030326138"
"144";"Dec.2015";"86.6322552259721"
"145";"Jan.2016";"86.5746636107445"
"146";"Feb.2016";"87.0248520534863"
"147";"Mar.2016";"87.6380216650306"
"148";"Apr.2016";"87.6612193070624"
"149";"May.2016";"87.9440522441975"
"150";"Jun.2016";"88.1271673104919"
"151";"Jul.2016";"88.293999850841"
"152";"Aug.2016";"88.4456383164914"
"153";"Sep.2016";"88.5437341737606"
"154";"Oct.2016";"88.6537976962098"
"155";"Nov.2016";"88.7824316513749"
"156";"Dec.2016";"89.1163550355817"
"157";"Jan.2017";"89.1540065471806"
"158";"Feb.2017";"89.278821186927"
"159";"Mar.2017";"90.0258126802613"
"160";"Apr.2017";"90.1047991114932"
"161";"May.2017";"90.1758198599067"
"162";"Jun.2017";"90.2256352148888"
"163";"Jul.2017";"90.3758885114158"
"164";"Aug.2017";"90.7218124117104"
"165";"Sep.2017";"90.7148209967415"
"166";"Oct.2017";"90.7346444001695"
"167";"Nov.2017";"90.7617796473807"
"168";"Dec.2017";"91.0294257953006"
"169";"Jan.2018";"90.9114224203837"
"170";"Feb.2018";"91.0346929350014"
"171";"Mar.2018";"91.812912588691"
"172";"Apr.2018";"91.8230276931589"
"173";"May.2018";"91.9779602570937"
"174";"Jun.2018";"92.2337073161034"
"175";"Jul.2018";"92.4844482676661"
"176";"Aug.2018";"92.5694986055757"
"177";"Sep.2018";"92.6095810843498"
"178";"Oct.2018";"92.6630058930848"
"179";"Nov.2018";"92.7240658356247"
"180";"Dec.2018";"93.0429780770024"
"181";"Jan.2019";"93.0935101911053"
"182";"Feb.2019";"93.2098493125415"
"183";"Mar.2019";"94.161443926469"
"184";"Apr.2019";"94.2017575537676"
"185";"May.2019";"94.3356219562889"
"186";"Jun.2019";"94.3572650085883"
"187";"Jul.2019";"94.4730135925691"
"188";"Aug.2019";"94.6055519046158"
"189";"Sep.2019";"94.6115368631441"
"190";"Oct.2019";"94.8275882760652"
"191";"Nov.2019";"94.8644754742051"
"192";"Dec.2019";"95.1834845462826"
"193";"Jan.2020";"95.2481613605223"
"194";"Feb.2020";"95.390492554669"
"195";"Mar.2020";"95.7944600350997"
"196";"Apr.2020";"95.9676249853122"
"197";"May.2020";"96.0893715092285"
"198";"Jun.2020";"96.155934866325"
"199";"Jul.2020";"96.1838527069359"
"200";"Aug.2020";"96.2943833017373"
"201";"Sep.2020";"96.3395954166446"
"202";"Oct.2020";"96.4187380221517"
"203";"Nov.2020";"96.5284151490446"
"204";"Dec.2020";"96.8607154997127"
"205";"Jan.2021";"96.857200147915"
"206";"Feb.2021";"96.8885309064241"
"207";"Mar.2021";"97.5093942535544"
"208";"Apr.2021";"97.6162620979793"
"209";"May.2021";"97.7807930878342"
"210";"Jun.2021";"97.9719323857424"
"211";"Jul.2021";"98.245702048842"
"212";"Aug.2021";"98.5933179033503"
"213";"Sep.2021";"98.8182407833937"
"214";"Oct.2021";"99.1106096237534"
"215";"Nov.2021";"99.3421838853777"
"216";"Dec.2021";"100"
"217";"Jan.2022";"99.844223709158"
"218";"Feb.2022";"100.049883661396"
"219";"Mar.2022";"100.882980802909"
"220";"Apr.2022";"101.339362195607"
"221";"May.2022";"101.946813832905"
"222";"Jun.2022";"102.826216079893"
"223";"Jul.2022";"103.588584755943"
"224";"Aug.2022";"103.911765101133"
"225";"Sep.2022";"104.258942379781"
"226";"Oct.2022";"104.77790250389"
"227";"Nov.2022";"105.015734842783"
"228";"Dec.2022";"105.586"
"229";"Jan.2023";"105.636971194413"
"230";"Feb.2023";"105.926701503419"
"231";"Mar.2023";"106.8536"
"232";"Apr.2023";"107.071126189529"
