"";"name";"PN39521PM"
"1";"Jan.2004";"52.0285531228828"
"2";"Feb.2004";"53.0077166863285"
"3";"Mar.2004";"53.3094592586225"
"4";"Apr.2004";"53.3298361970744"
"5";"May.2004";"53.6725524564202"
"6";"Jun.2004";"54.2384447519202"
"7";"Jul.2004";"54.3819919845308"
"8";"Aug.2004";"54.3484626548344"
"9";"Sep.2004";"54.3912911004488"
"10";"Oct.2004";"54.2203367230288"
"11";"Nov.2004";"54.356618302879"
"12";"Dec.2004";"54.3010139819512"
"13";"Jan.2005";"54.4223641842683"
"14";"Feb.2005";"54.2095587225029"
"15";"Mar.2005";"54.6438681962867"
"16";"Apr.2005";"54.7935746831491"
"17";"May.2005";"54.8479916657032"
"18";"Jun.2005";"55.1600358348911"
"19";"Jul.2005";"55.1476170827389"
"20";"Aug.2005";"54.9786308712223"
"21";"Sep.2005";"54.8562386396458"
"22";"Oct.2005";"54.915028809355"
"23";"Nov.2005";"54.8619104495443"
"24";"Dec.2005";"55.1355533434893"
"25";"Jan.2006";"55.663014928179"
"26";"Feb.2006";"56.2138452452809"
"27";"Mar.2006";"56.5240812786417"
"28";"Apr.2006";"56.9300602232071"
"29";"May.2006";"56.4422966932055"
"30";"Jun.2006";"56.3608891894022"
"31";"Jul.2006";"56.0221671986366"
"32";"Aug.2006";"56.1018208295019"
"33";"Sep.2006";"56.1339718042676"
"34";"Oct.2006";"56.158026637744"
"35";"Nov.2006";"55.8147337247617"
"36";"Dec.2006";"55.7118962188819"
"37";"Jan.2007";"55.7848994772577"
"38";"Feb.2007";"55.9990247152039"
"39";"Mar.2007";"56.2191123876337"
"40";"Apr.2007";"56.3526017455269"
"41";"May.2007";"56.8353657737374"
"42";"Jun.2007";"57.3120422837821"
"43";"Jul.2007";"57.6702113897591"
"44";"Aug.2007";"57.796714691468"
"45";"Sep.2007";"58.3672901088472"
"46";"Oct.2007";"58.6845020920325"
"47";"Nov.2007";"58.7421867785262"
"48";"Dec.2007";"59.0032113483156"
"49";"Jan.2008";"59.3093022740869"
"50";"Feb.2008";"60.2247653753154"
"51";"Mar.2008";"61.1455949408957"
"52";"Apr.2008";"61.2710902508023"
"53";"May.2008";"61.5331402855909"
"54";"Jun.2008";"62.2304621738661"
"55";"Jul.2008";"62.6849422066069"
"56";"Aug.2008";"63.1088259278198"
"57";"Sep.2008";"63.3016324480591"
"58";"Oct.2008";"63.7480104790929"
"59";"Nov.2008";"63.8412276647861"
"60";"Dec.2008";"64.0665165403379"
"61";"Jan.2009";"64.2122919456158"
"62";"Feb.2009";"63.9527471503024"
"63";"Mar.2009";"64.0723591604298"
"64";"Apr.2009";"64.037002092382"
"65";"May.2009";"63.9752194994484"
"66";"Jun.2009";"63.5426417917351"
"67";"Jul.2009";"63.6709559052318"
"68";"Aug.2009";"63.4376231172953"
"69";"Sep.2009";"63.3194995324338"
"70";"Oct.2009";"63.474723214602"
"71";"Nov.2009";"63.315305278697"
"72";"Dec.2009";"63.5152907912503"
"73";"Jan.2010";"63.9917890352777"
"74";"Feb.2010";"64.4664028245708"
"75";"Mar.2010";"64.6570798330969"
"76";"Apr.2010";"64.6138903997509"
"77";"May.2010";"64.821435240626"
"78";"Jun.2010";"65.1520314320677"
"79";"Jul.2010";"65.534924221855"
"80";"Aug.2010";"65.9092822225557"
"81";"Sep.2010";"65.8535475550111"
"82";"Oct.2010";"65.5146747633733"
"83";"Nov.2010";"65.5337215014745"
"84";"Dec.2010";"65.4073909867375"
"85";"Jan.2011";"66.029443408462"
"86";"Feb.2011";"66.4567667434307"
"87";"Mar.2011";"67.2296657383921"
"88";"Apr.2011";"67.9957459278898"
"89";"May.2011";"67.8625479191884"
"90";"Jun.2011";"67.7948306048083"
"91";"Jul.2011";"68.833405904517"
"92";"Aug.2011";"69.1277384429417"
"93";"Sep.2011";"69.4273852104571"
"94";"Oct.2011";"69.8243991909549"
"95";"Nov.2011";"70.3755195224465"
"96";"Dec.2011";"70.4464880972739"
"97";"Jan.2012";"70.4028523314835"
"98";"Feb.2012";"70.848653079617"
"99";"Mar.2012";"71.5578477477909"
"100";"Apr.2012";"72.1185164282036"
"101";"May.2012";"71.9826505947579"
"102";"Jun.2012";"71.8105493933902"
"103";"Jul.2012";"71.8149447700435"
"104";"Aug.2012";"72.4905598818196"
"105";"Sep.2012";"73.3877376097885"
"106";"Oct.2012";"73.1615603280028"
"107";"Nov.2012";"72.8825918718604"
"108";"Dec.2012";"72.9475546629125"
"109";"Jan.2013";"73.0933147497457"
"110";"Feb.2013";"72.799165397038"
"111";"Mar.2013";"73.4168948392401"
"112";"Apr.2013";"73.6930703805997"
"113";"May.2013";"73.8742827513738"
"114";"Jun.2013";"74.1623210616152"
"115";"Jul.2013";"74.807541963635"
"116";"Aug.2013";"75.5744754095743"
"117";"Sep.2013";"75.6837131460039"
"118";"Oct.2013";"75.6292731095083"
"119";"Nov.2013";"75.0965359922805"
"120";"Dec.2013";"74.9381914534876"
"121";"Jan.2014";"75.4353101356765"
"122";"Feb.2014";"76.2609881646505"
"123";"Mar.2014";"76.4233589754963"
"124";"Apr.2014";"76.9034375722853"
"125";"May.2014";"77.1508499051022"
"126";"Jun.2014";"77.3207624757299"
"127";"Jul.2014";"77.835566906231"
"128";"Aug.2014";"77.7187418996194"
"129";"Sep.2014";"77.9044121285042"
"130";"Oct.2014";"78.4360121213472"
"131";"Nov.2014";"78.0627151613036"
"132";"Dec.2014";"77.9988893039502"
"133";"Jan.2015";"78.2850276821075"
"134";"Feb.2015";"78.6578477363793"
"135";"Mar.2015";"79.127071784912"
"136";"Apr.2015";"79.4795854927018"
"137";"May.2015";"80.2248120667989"
"138";"Jun.2015";"80.5605912953398"
"139";"Jul.2015";"80.7925181424327"
"140";"Aug.2015";"81.3727461885689"
"141";"Sep.2015";"81.3670301840038"
